Placa,Clase,Marca,A¤o de fabricaci¢n del taxi,Categor¡a,Tipo taxi
TSJ-003573,Taxi San Jos‚,Toyota,2010,Automovil,Sedan
TSJ-003574,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-003575,Taxi San Jos‚,Faw,2015,Automovil,Sedan
TSJ-003576,Taxi San Jos‚,Toyota,2017,Automovil,Sedan
TSJ-003577,Taxi San Jos‚,Hyundai,2010,Automovil,Sedan
TSJ-003578,Taxi San Jos‚,Toyota,2015,Automovil,Sedan
TSJ-003580,Taxi San Jos‚,Nissan,2006,Automovil,Sedan
TSJ-003581,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-003582,Taxi San Jos‚,Nissan,2013,Automovil,Sedan
TSJ-003583,Taxi San Jos‚,Toyota,1988,Automovil,Sedan
TSJ-003584,Taxi San Jos‚,Hyundai,1994,Automovil,Sedan
TSJ-003585,Taxi San Jos‚,Hyundai,2000,Automovil,Sedan
TSJ-003586,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-003587,Taxi San Jos‚,Nissan,2016,Automovil,Sedan
TSJ-003588,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003589,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-003590,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-003591,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003592,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003593,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003594,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-003595,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003596,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-003597,Taxi San Jos‚,Toyota,2010,Automovil,Sedan
TSJ-003598,Taxi San Jos‚,Nissan,2013,Automovil,Sedan
TSJ-003599,Taxi San Jos‚,Hyundai,2007,Automovil,Sedan
TSJ-003600,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003601,Taxi San Jos‚,Toyota,2004,Automovil,Sedan
TSJ-003602,Taxi San Jos‚,Hyundai,1998,Automovil,Sedan
TSJ-003603,Taxi San Jos‚,Toyota,2016,Automovil,Sedan
TSJ-003604,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-003605,Taxi San Jos‚,Toyota,2016,Automovil,Sedan
TSJ-003606,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-003607,Taxi San Jos‚,Hyundai,1999,Automovil,Sedan
TSJ-003608,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-003609,Taxi San Jos‚,Toyota,2014,Automovil,Sedan
TSJ-003610,Taxi San Jos‚,Toyota,2014,Automovil,Sedan
TSJ-003612,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-003614,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-003615,Taxi San Jos‚,Hyundai,2006,Automovil,Rural
TSJ-003617,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003618,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003619,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-003621,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-003622,Taxi San Jos‚,Toyota,2017,Automovil,Sedan
TSJ-003623,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003626,Taxi San Jos‚,Toyota,2016,Automovil,Sedan
TSJ-003627,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003628,Taxi San Jos‚,Hyundai,2012,Automovil,Sedan
TSJ-003629,Taxi San Jos‚,Toyota,2013,Automovil,Sedan
TSJ-003630,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-003631,Taxi San Jos‚,Nissan,2018,Automovil,Sedan
TSJ-003632,Taxi San Jos‚,Toyota,2010,Automovil,Sedan
TSJ-003633,Taxi San Jos‚,Hyundai,2000,Automovil,Sedan
TSJ-003634,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-003636,Taxi San Jos‚,Faw,2015,Automovil,Sedan
TSJ-003637,Taxi San Jos‚,Toyota,2003,Automovil,Sedan
TSJ-003638,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003640,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003641,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003642,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-003643,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-003644,Taxi San Jos‚,Faw,2016,Automovil,Sedan
TSJ-003646,Taxi San Jos‚,Toyota,2013,Automovil,Sedan
TSJ-003647,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-003648,Taxi San Jos‚,Toyota,2016,Automovil,Sedan
TSJ-003649,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-003650,Taxi San Jos‚,Nissan,2017,Automovil,Sedan
TSJ-003651,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003652,Taxi San Jos‚,Faw,2016,Automovil,Sedan
TSJ-003653,Taxi San Jos‚,Hyundai,2000,Automovil,Sedan
TSJ-003654,Taxi San Jos‚,Nissan,2016,Automovil,Sedan
TSJ-003655,Taxi San Jos‚,Mitsubishi,2012,Carga liviana,Rural
TSJ-003656,Taxi San Jos‚,Chevrolet,2005,Automovil,Sedan
TSJ-003657,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003658,Taxi San Jos‚,Toyota,2017,Automovil,Sedan
TSJ-003659,Taxi San Jos‚,Nissan,2016,Automovil,Sedan
TSJ-003660,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003661,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-003662,Taxi San Jos‚,Hyundai,2009,Automovil,Sedan
TSJ-003663,Taxi San Jos‚,Toyota,2014,Automovil,Sedan
TSJ-003664,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003665,Taxi San Jos‚,Toyota,2016,Automovil,Sedan
TSJ-003666,Taxi San Jos‚,Hyundai,2010,Automovil,Sedan
TSJ-003668,Taxi San Jos‚,Hyundai,2001,Automovil,Sedan
TSJ-003669,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-003670,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003672,Taxi San Jos‚,Hyundai,2012,Automovil,Sedan
TSJ-003673,Taxi San Jos‚,Toyota,2017,Automovil,Sedan
TSJ-003674,Taxi San Jos‚,Hyundai,2007,Automovil,Sedan
TSJ-003675,Taxi San Jos‚,Kia,2003,Automovil,Sedan
TSJ-003676,Taxi San Jos‚,Hyundai,2013,Automovil,Sedan
TSJ-003677,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003678,Taxi San Jos‚,Nissan,2006,Automovil,Sedan
TSJ-003679,Taxi San Jos‚,Hyundai,2009,Automovil,Sedan
TSJ-003680,Taxi San Jos‚,Hyundai,2016,Automovil,Sedan
TSJ-003681,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-003682,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-003683,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-003684,Taxi San Jos‚,Hyundai,2009,Automovil,Sedan
TSJ-003685,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003686,Taxi San Jos‚,Toyota,2003,Automovil,Sedan
TSJ-003688,Taxi San Jos‚,Toyota,2016,Automovil,Sedan
TSJ-003689,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003690,Taxi San Jos‚,Greatwall,2017,Automovil,Sedan
TSJ-003691,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003692,Taxi San Jos‚,Hyundai,2012,Automovil,Sedan
TSJ-003693,Taxi San Jos‚,Faw,2016,Automovil,Sedan
TSJ-003694,Taxi San Jos‚,Toyota,2013,Automovil,Sedan
TSJ-003695,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-003696,Taxi San Jos‚,Chevrolet,2011,Automovil,Sedan
TSJ-003697,Taxi San Jos‚,Hyundai,2007,Automovil,Sedan
TSJ-003698,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-003699,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-003700,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003701,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-003702,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-003703,Taxi San Jos‚,Hyundai,1997,Automovil,Sedan
TSJ-003706,Taxi San Jos‚,Hyundai,2013,Automovil,Sedan
TSJ-003707,Taxi San Jos‚,Nissan,2010,Automovil,Sedan
TSJ-003708,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-003709,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003710,Taxi San Jos‚,Toyota,2001,Automovil,Sedan
TSJ-003711,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-003712,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003713,Taxi San Jos‚,Toyota,2001,Automovil,Sedan
TSJ-003715,Taxi San Jos‚,Hyundai,1994,Automovil,Sedan
TSJ-003716,Taxi San Jos‚,Hyundai,1994,Automovil,Sedan
TSJ-003717,Taxi San Jos‚,Hyundai,2009,Automovil,Sedan
TSJ-003718,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-003719,Taxi San Jos‚,Hyundai,2001,Automovil,Sedan
TSJ-003720,Taxi San Jos‚,Hyundai,2001,Automovil,Sedan
TSJ-003721,Taxi San Jos‚,Hyundai,2012,Automovil,Sedan
TSJ-003722,Taxi San Jos‚,Hyundai,2001,Automovil,Sedan
TSJ-003723,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003724,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-003725,Taxi San Jos‚,Toyota,2000,Automovil,Sedan
TSJ-003726,Taxi San Jos‚,Kia,1997,Automovil,Sedan
TSJ-003727,Taxi San Jos‚,Nissan,2009,Automovil,Sedan
TSJ-003728,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-003729,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-003730,Taxi San Jos‚,Hyundai,2015,Automovil,Sedan
TSJ-003731,Taxi San Jos‚,Hyundai,1995,Automovil,Sedan
TSJ-003732,Taxi San Jos‚,Kia,2007,Automovil,Sedan
TSJ-003733,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-003735,Taxi San Jos‚,Hyundai,2014,Automovil,Sedan
TSJ-003736,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003737,Taxi San Jos‚,Greatwall,2012,Automovil,Sedan
TSJ-003738,Taxi San Jos‚,Hyundai,2014,Automovil,Sedan
TSJ-003739,Taxi San Jos‚,Toyota,2010,Automovil,Sedan
TSJ-003740,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003741,Taxi San Jos‚,Hyundai,2007,Automovil,Sedan
TSJ-003742,Taxi San Jos‚,Toyota,2010,Automovil,Sedan
TSJ-003743,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-003744,Taxi San Jos‚,Faw,2015,Automovil,Sedan
TSJ-003745,Taxi San Jos‚,Nissan,2016,Automovil,Sedan
TSJ-003746,Taxi San Jos‚,Nissan,2004,Automovil,Sedan
TSJ-003747,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-003748,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003749,Taxi San Jos‚,Hyundai,2013,Automovil,Sedan
TSJ-003750,Taxi San Jos‚,Toyota,2015,Automovil,Sedan
TSJ-003751,Taxi San Jos‚,Hyundai,2015,Automovil,Sedan
TSJ-003752,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-003754,Taxi San Jos‚,Toyota,2003,Automovil,Sedan
TSJ-003755,Taxi San Jos‚,Hyundai,2007,Automovil,Sedan
TSJ-003756,Taxi San Jos‚,Toyota,2013,Automovil,Sedan
TSJ-003757,Taxi San Jos‚,Toyota,2014,Automovil,Sedan
TSJ-003758,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-003759,Taxi San Jos‚,Hyundai,2000,Automovil,Sedan
TSJ-003760,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-003761,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-003762,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003764,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003765,Taxi San Jos‚,Faw,2016,Automovil,Sedan
TSJ-003766,Taxi San Jos‚,Toyota,2004,Automovil,Sedan
TSJ-003767,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-003768,Taxi San Jos‚,Hyundai,2001,Automovil,Sedan
TSJ-003769,Taxi San Jos‚,Nissan,2017,Automovil,Sedan
TSJ-003770,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-003771,Taxi San Jos‚,Hyundai,2000,Automovil,Sedan
TSJ-003772,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-003773,Taxi San Jos‚,Toyota,2013,Automovil,Sedan
TSJ-003774,Taxi San Jos‚,Nissan,2017,Automovil,Sedan
TSJ-003775,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-003776,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-003777,Taxi San Jos‚,Hyundai,2001,Automovil,Sedan
TSJ-003778,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-003779,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-003780,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-003781,Taxi San Jos‚,Toyota,2001,Automovil,Sedan
TSJ-003782,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003783,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-003784,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-003785,Taxi San Jos‚,Citroen,2015,Automovil,Sedan
TSJ-003786,Taxi San Jos‚,Toyota,2001,Automovil,Sedan
TSJ-003787,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003788,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-003789,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-003790,Taxi San Jos‚,Hyundai,1992,Automovil,Sedan
TSJ-003791,Taxi San Jos‚,Nissan,2017,Automovil,Sedan
TSJ-003792,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-003794,Taxi San Jos‚,Hyundai,2011,Automovil,Sedan
TSJ-003795,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-003796,Taxi San Jos‚,Hyundai,2014,Automovil,Sedan
TSJ-003797,Taxi San Jos‚,Hyundai,2013,Automovil,Sedan
TSJ-003798,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-003799,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003800,Taxi San Jos‚,Greatwall,2017,Automovil,Sedan
TSJ-003801,Taxi San Jos‚,Mitsubishi,2007,Automovil,Sedan
TSJ-003802,Taxi San Jos‚,Toyota,2004,Automovil,Sedan
TSJ-003804,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003805,Taxi San Jos‚,Nissan,2017,Automovil,Sedan
TSJ-003806,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-003807,Taxi San Jos‚,Nissan,2016,Automovil,Sedan
TSJ-003808,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003809,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-003810,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003811,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-003812,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-003813,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003814,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-003815,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-003816,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-003817,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003818,Taxi San Jos‚,Nissan,2004,Automovil,Sedan
TSJ-003819,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003821,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-003822,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-003823,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-003824,Taxi San Jos‚,Hyundai,2000,Automovil,Sedan
TSJ-003825,Taxi San Jos‚,Jac,2014,Automovil,Sedan
TSJ-003826,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003827,Taxi San Jos‚,Hyundai,2001,Automovil,Sedan
TSJ-003828,Taxi San Jos‚,Suzuki,2013,Automovil,Sedan
TSJ-003829,Taxi San Jos‚,Kia,2000,Automovil,Sedan
TSJ-003831,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-003832,Taxi San Jos‚,Chevrolet,2008,Automovil,Sedan
TSJ-003833,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-003834,Taxi San Jos‚,Suzuki,2013,Automovil,Rural
TSJ-003835,Taxi San Jos‚,Hyundai,2016,Automovil,Sedan
TSJ-003836,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-003837,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-003838,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-003840,Taxi San Jos‚,Nissan,2011,Automovil,Sedan
TSJ-003841,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-003842,Taxi San Jos‚,Hyundai,2000,Automovil,Sedan
TSJ-003843,Taxi San Jos‚,Dacia,2002,Automovil,Sedan
TSJ-003844,Taxi San Jos‚,Geely,2009,Automovil,Sedan
TSJ-003845,Taxi San Jos‚,Nissan,2006,Automovil,Sedan
TSJ-003846,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003847,Taxi San Jos‚,Nissan,2016,Automovil,Sedan
TSJ-003849,Taxi San Jos‚,Nissan,2016,Automovil,Sedan
TSJ-003851,Taxi San Jos‚,Hyundai,1999,Automovil,Sedan
TSJ-003852,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-003853,Taxi San Jos‚,Hyundai,1995,Automovil,Sedan
TSJ-003854,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-003855,Taxi San Jos‚,Hyundai,2016,Automovil,Sedan
TSJ-003856,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003857,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003858,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-003859,Taxi San Jos‚,Toyota,1999,Automovil,Sedan
TSJ-003860,Taxi San Jos‚,Toyota,2006,Autobus,Sedan
TSJ-003861,Taxi San Jos‚,Toyota,2017,Automovil,Sedan
TSJ-003862,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003863,Taxi San Jos‚,Hyundai,2010,Automovil,Sedan
TSJ-003864,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-003865,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003866,Taxi San Jos‚,Toyota,2017,Automovil,Sedan
TSJ-003868,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-003870,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003871,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-003872,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-003873,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003874,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-003875,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-003876,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-003877,Taxi San Jos‚,Toyota,2013,Automovil,Sedan
TSJ-003878,Taxi San Jos‚,Toyota,2000,Automovil,Sedan
TSJ-003879,Taxi San Jos‚,Nissan,2008,Automovil,Sedan
TSJ-003880,Taxi San Jos‚,Hyundai,2000,Automovil,Sedan
TSJ-003881,Taxi San Jos‚,Hyundai,2016,Automovil,Sedan
TSJ-003882,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-003883,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-003884,Taxi San Jos‚,Hyundai,2009,Automovil,Sedan
TSJ-003885,Taxi San Jos‚,Hyundai,2001,Automovil,Sedan
TSJ-003886,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-003888,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-003889,Taxi San Jos‚,Hyundai,2015,Automovil,Sedan
TSJ-003890,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-003891,Taxi San Jos‚,Peugeot,2006,Automovil,Sedan
TSJ-003892,Taxi San Jos‚,Toyota,2017,Automovil,Sedan
TSJ-003893,Taxi San Jos‚,Hyundai,2000,Automovil,Sedan
TSJ-003894,Taxi San Jos‚,Toyota,2004,Automovil,Sedan
TSJ-003895,Taxi San Jos‚,Nissan,2005,Automovil,Sedan
TSJ-003897,Taxi San Jos‚,Hyundai,2015,Automovil,Sedan
TSJ-003898,Taxi San Jos‚,Toyota,2004,Automovil,Sedan
TSJ-003899,Taxi San Jos‚,Hyundai,2016,Automovil,Sedan
TSJ-003900,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003901,Taxi San Jos‚,Hyundai,2012,Automovil,Sedan
TSJ-003902,Taxi San Jos‚,Toyota,2013,Automovil,Sedan
TSJ-003903,Taxi San Jos‚,Toyota,2016,Automovil,Sedan
TSJ-003904,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-003905,Taxi San Jos‚,Faw,2014,Automovil,Sedan
TSJ-003907,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003908,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-003910,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-003911,Taxi San Jos‚,Nissan,2013,Automovil,Sedan
TSJ-003912,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003913,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-003914,Taxi San Jos‚,Toyota,2004,Automovil,Sedan
TSJ-003915,Taxi San Jos‚,Suzuki,2005,Automovil,Rural
TSJ-003916,Taxi San Jos‚,Hyundai,2015,Automovil,Sedan
TSJ-003917,Taxi San Jos‚,Chevrolet,2004,Automovil,Sedan
TSJ-003918,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-003919,Taxi San Jos‚,Chevrolet,2008,Automovil,Sedan
TSJ-003920,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003923,Taxi San Jos‚,Hyundai,1994,Automovil,Sedan
TSJ-003924,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-003925,Taxi San Jos‚,Hyundai,2009,Automovil,Sedan
TSJ-003927,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-003928,Taxi San Jos‚,Hyundai,2015,Automovil,Sedan
TSJ-003929,Taxi San Jos‚,Hyundai,2012,Automovil,Sedan
TSJ-003930,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-003931,Taxi San Jos‚,Hyundai,1999,Automovil,Sedan
TSJ-003932,Taxi San Jos‚,Hyundai,2001,Automovil,Sedan
TSJ-003933,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-003934,Taxi San Jos‚,Hyundai,1997,Automovil,Sedan
TSJ-003935,Taxi San Jos‚,Toyota,2017,Automovil,Sedan
TSJ-003936,Taxi San Jos‚,Suzuki,2013,Automovil,Sedan
TSJ-003937,Taxi San Jos‚,Hyundai,2009,Automovil,Sedan
TSJ-003938,Taxi San Jos‚,Toyota,2003,Automovil,Sedan
TSJ-003939,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003940,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003941,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-003942,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-003943,Taxi San Jos‚,Hyundai,2013,Automovil,Sedan
TSJ-003944,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-003945,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-003946,Taxi San Jos‚,Chevrolet,2005,Automovil,Sedan
TSJ-003947,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-003948,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-003949,Taxi San Jos‚,Nissan,2006,Automovil,Sedan
TSJ-003950,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-003951,Taxi San Jos‚,Toyota,2016,Automovil,Sedan
TSJ-003953,Taxi San Jos‚,Toyota,2012,Automovil,Rural
TSJ-003955,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003956,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003957,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-003958,Taxi San Jos‚,Hyundai,1999,Automovil,Sedan
TSJ-003959,Taxi San Jos‚,Hyundai,1999,Automovil,Sedan
TSJ-003960,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-003961,Taxi San Jos‚,Hyundai,2009,Automovil,Sedan
TSJ-003962,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-003963,Taxi San Jos‚,Nissan,2006,Automovil,Sedan
TSJ-003964,Taxi San Jos‚,Toyota,2003,Automovil,Sedan
TSJ-003965,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-003966,Taxi San Jos‚,Nissan,2013,Automovil,Sedan
TSJ-003967,Taxi San Jos‚,Hyundai,2013,Automovil,Sedan
TSJ-003968,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003969,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-003970,Taxi San Jos‚,Toyota,2016,Automovil,Sedan
TSJ-003971,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003972,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-003973,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-003974,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-003975,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-003976,Taxi San Jos‚,Nissan,2011,Automovil,Sedan
TSJ-003977,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-003978,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-003979,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-003980,Taxi San Jos‚,Faw,2016,Automovil,Sedan
TSJ-003981,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
